Ranking IDHM 2010,Município,UF,IDHM 2010,IDHM Renda 2010,IDHM Longevidade 2010,IDHM Educação 2010
4841 º,JUAZEIRO DO PIAUI,PI,0.57,0.522,0.753,0.47
4841 º,CUITEGI,PB,0.57,0.563,0.732,0.45
4841 º,GRACA,CE,0.57,0.514,0.755,0.477
4841 º,GRACA ARANHA,MA,0.57,0.538,0.748,0.459
4841 º,PITIMBU,PB,0.57,0.538,0.753,0.456
4841 º,PARAMBU,CE,0.57,0.526,0.764,0.46
4841 º,BARREIRINHAS,MA,0.57,0.515,0.752,0.479
4841 º,SANTO ANTONIO DO RETIRO,MG,0.57,0.504,0.784,0.469
4841 º,NOVA IBIA,BA,0.57,0.62,0.714,0.419
4841 º,RIACHO DAS ALMAS,PE,0.57,0.586,0.757,0.418
4841 º,SAO FRANCISCO DO PIAUI,PI,0.57,0.557,0.744,0.448
4841 º,BROTAS DE MACAUBAS,BA,0.57,0.552,0.754,0.445
4841 º,VITORINO FREIRE,MA,0.57,0.563,0.688,0.477
4841 º,ESPERANTINA,TO,0.57,0.495,0.715,0.524
4841 º,SAO JOAO,PE,0.57,0.565,0.768,0.426
4841 º,LAGOA DE DENTRO,PB,0.57,0.539,0.772,0.444
4841 º,CASA NOVA,BA,0.57,0.577,0.736,0.435
4841 º,ARACAS,BA,0.57,0.54,0.744,0.462
4841 º,SERRA REDONDA,PB,0.57,0.565,0.772,0.424
4841 º,CAMPO ALEGRE,AL,0.57,0.531,0.742,0.47
4841 º,SENADOR GEORGINO AVELINO,RN,0.57,0.543,0.748,0.455
4841 º,ITUACU,BA,0.57,0.565,0.77,0.425
4841 º,JAPARATINGA,AL,0.57,0.56,0.735,0.451
4841 º,NOVO AIRAO,AM,0.57,0.551,0.776,0.434
4841 º,MATA ROMA,MA,0.57,0.483,0.776,0.494
4841 º,JURU,PB,0.57,0.552,0.758,0.443
4869 º,RIO DO FOGO,RN,0.569,0.546,0.738,0.457
4869 º,TAIPU,RN,0.569,0.544,0.778,0.435
4869 º,AIUABA,CE,0.569,0.518,0.749,0.474
4869 º,JAPI,RN,0.569,0.528,0.726,0.48
4869 º,CAAPIRANGA,AM,0.569,0.544,0.775,0.436
4869 º,CENTENARIO,TO,0.569,0.571,0.7,0.461
4869 º,MARAVILHA,AL,0.569,0.539,0.742,0.46
4869 º,SAPE,PB,0.569,0.563,0.711,0.461
4869 º,GUAJERU,BA,0.569,0.548,0.77,0.437
4869 º,JANDAIRA,RN,0.569,0.561,0.709,0.462
4869 º,IGARAPE DO MEIO,MA,0.569,0.53,0.687,0.506
4869 º,CANHOBA,SE,0.569,0.553,0.722,0.462
4869 º,PANELAS,PE,0.569,0.546,0.778,0.433
4869 º,GOVERNADOR NUNES FREIRE,MA,0.569,0.54,0.722,0.472
4869 º,SAO JOAO DA PONTE,MG,0.569,0.559,0.786,0.419
4884 º,MESSIAS,AL,0.568,0.557,0.714,0.46
4884 º,IGREJA NOVA,AL,0.568,0.556,0.771,0.428
4884 º,GONCALVES DIAS,MA,0.568,0.542,0.758,0.445
4884 º,ANADIA,AL,0.568,0.546,0.756,0.444
4884 º,CAREIRO DA VARZEA,AM,0.568,0.523,0.779,0.45
4884 º,CONGONHAS DO NORTE,MG,0.568,0.566,0.746,0.433
4884 º,CORTES,PE,0.568,0.541,0.707,0.478
4884 º,SALGADO DE SAO FELIX,PB,0.568,0.531,0.77,0.448
4884 º,GENERAL SAMPAIO,CE,0.568,0.548,0.744,0.449
4884 º,OUREM,PA,0.568,0.575,0.727,0.438
4884 º,AURELINO LEAL,BA,0.568,0.555,0.759,0.434
4884 º,RIACHO DOS CAVALOS,PB,0.568,0.546,0.752,0.447
4884 º,BREU BRANCO,PA,0.568,0.555,0.781,0.422
4884 º,PORTO DA FOLHA,SE,0.568,0.537,0.739,0.462
4884 º,PEDRO VELHO,RN,0.568,0.562,0.738,0.442
4884 º,BANANEIRAS,PB,0.568,0.555,0.766,0.43
4884 º,CALDAS BRANDAO,PB,0.568,0.562,0.723,0.451
4884 º,APICUM-ACU,MA,0.568,0.529,0.718,0.483
4884 º,SUCUPIRA DO RIACHAO,MA,0.568,0.538,0.761,0.447
4903 º,PUREZA,RN,0.567,0.516,0.774,0.456
4903 º,JUSSARI,BA,0.567,0.577,0.699,0.451
4903 º,RODRIGUES ALVES,AC,0.567,0.518,0.736,0.477
4903 º,CAMALAU,PB,0.567,0.549,0.77,0.431
4903 º,SANTA ROSA DO PIAUI,PI,0.567,0.539,0.699,0.483
4903 º,BOA NOVA,BA,0.567,0.535,0.753,0.453
4903 º,JUAZEIRINHO,PB,0.567,0.557,0.753,0.435
4903 º,BARRA DE SANTANA,PB,0.567,0.526,0.747,0.465
4903 º,MAGALHAES DE ALMEIDA,MA,0.567,0.502,0.729,0.499
4903 º,ARARUNA,PB,0.567,0.549,0.758,0.439
4903 º,CANINDE DE SAO FRANCISCO,SE,0.567,0.566,0.741,0.435
4903 º,MASSARANDUBA,PB,0.567,0.552,0.747,0.441
4903 º,SANTA HELENA DE MINAS,MG,0.567,0.531,0.723,0.474
4903 º,EUCLIDES DA CUNHA,BA,0.567,0.565,0.749,0.43
4903 º,CASINHAS,PE,0.567,0.518,0.721,0.489
4903 º,NOVA REDENCAO,BA,0.567,0.534,0.723,0.471
4903 º,PEDRA,PE,0.567,0.55,0.743,0.445
4903 º,SAO MIGUEL DO ALEIXO,SE,0.567,0.571,0.753,0.424
4921 º,NOVA COLINAS,MA,0.566,0.502,0.749,0.481
4921 º,BARCELONA,RN,0.566,0.564,0.726,0.442
4921 º,MAJOR ISIDORO,AL,0.566,0.566,0.755,0.424
4921 º,SANTO ANTONIO DOS LOPES,MA,0.566,0.547,0.714,0.465
4921 º,CONCORDIA DO PARA,PA,0.566,0.56,0.741,0.438
4921 º,CUBATI,PB,0.566,0.545,0.742,0.448
4921 º,PIMENTEIRAS,PI,0.566,0.553,0.774,0.423
4921 º,TEOFILANDIA,BA,0.566,0.571,0.737,0.431
4921 º,JATOBA DO PIAUI,PI,0.566,0.525,0.78,0.442
4921 º,URUOCA,CE,0.566,0.503,0.745,0.485
4921 º,LIVRAMENTO,PB,0.566,0.523,0.732,0.473
4921 º,MANOEL VITORINO,BA,0.566,0.538,0.741,0.456
4921 º,VISTA SERRANA,PB,0.566,0.554,0.773,0.424
4921 º,CRISTINO CASTRO,PI,0.566,0.586,0.713,0.434
4921 º,MULUNGU DO MORRO,BA,0.566,0.517,0.753,0.466
4921 º,LAGOA DO MATO,MA,0.566,0.525,0.726,0.475
4921 º,SAO JOSE DO JACURI,MG,0.566,0.582,0.749,0.417
4921 º,CALCADO,PE,0.566,0.529,0.731,0.468
4921 º,SERRA PRETA,BA,0.566,0.541,0.732,0.459
4921 º,TAPEROA,BA,0.566,0.566,0.754,0.426
4941 º,PRATA DO PIAUI,PI,0.565,0.527,0.764,0.448
4941 º,SAMBAIBA,MA,0.565,0.542,0.728,0.456
4941 º,SENHORA DO PORTO,MG,0.565,0.595,0.802,0.378
4941 º,SAO JOSE DO DIVINO,PI,0.565,0.529,0.775,0.44
4941 º,BURITIRAMA,BA,0.565,0.504,0.761,0.471
4941 º,BOA VISTA DO RAMOS,AM,0.565,0.496,0.75,0.484
4941 º,GOVERNADOR ARCHER,MA,0.565,0.545,0.687,0.481
4941 º,INHAMBUPE,BA,0.565,0.556,0.757,0.429
4941 º,CAMAMU,BA,0.565,0.562,0.71,0.452
4941 º,JARDIM DE ANGICOS,RN,0.565,0.557,0.74,0.437
4941 º,PALMOPOLIS,MG,0.565,0.559,0.738,0.437
4941 º,CANAPOLIS,BA,0.565,0.531,0.732,0.463
4941 º,OLHO D'AGUA DAS FLORES,AL,0.565,0.568,0.752,0.422
4941 º,SAO JOSE DE CAIANA,PB,0.565,0.545,0.762,0.434
4941 º,SAO JOSE DE PRINCESA,PB,0.565,0.533,0.765,0.443
4941 º,MULUNGU,PB,0.565,0.548,0.778,0.423
4941 º,COIVARAS,PI,0.565,0.543,0.732,0.453
4941 º,MATO GROSSO,PB,0.565,0.566,0.76,0.419
4941 º,FELIZ DESERTO,AL,0.565,0.55,0.708,0.462
4941 º,BURITI DOS LOPES,PI,0.565,0.544,0.735,0.452
4941 º,CANTANHEDE,MA,0.565,0.497,0.774,0.468
4941 º,FILADELFIA,BA,0.565,0.553,0.726,0.45
4941 º,BODOCO,PE,0.565,0.543,0.745,0.445
4941 º,VILA NOVA DO PIAUI,PI,0.565,0.559,0.685,0.471
4965 º,PERITORO,MA,0.564,0.499,0.774,0.464
4965 º,GARARU,SE,0.564,0.544,0.783,0.422
4965 º,SITIO NOVO,MA,0.564,0.509,0.774,0.456
4965 º,PIO IX,PI,0.564,0.538,0.758,0.44
4965 º,GALINHOS,RN,0.564,0.578,0.723,0.429
4965 º,PILOEZINHOS,PB,0.564,0.532,0.802,0.421
4965 º,ALENQUER,PA,0.564,0.529,0.779,0.436
4965 º,JOSENOPOLIS,MG,0.564,0.541,0.782,0.424
4965 º,ARARIPE,CE,0.564,0.515,0.759,0.459
4965 º,ITAPOROROCA,PB,0.564,0.543,0.757,0.437
4965 º,CACIMBA DE DENTRO,PB,0.564,0.551,0.777,0.419
4965 º,SITIO DO MATO,BA,0.564,0.455,0.774,0.509
4965 º,FRANCINOPOLIS,PI,0.564,0.523,0.722,0.475
4965 º,COELHO NETO,MA,0.564,0.544,0.728,0.454
4965 º,AGUA AZUL DO NORTE,PA,0.564,0.563,0.797,0.399
4965 º,IGACI,AL,0.564,0.547,0.774,0.424
4965 º,BAIXA GRANDE DO RIBEIRO,PI,0.564,0.537,0.751,0.446
4965 º,RAFAEL JAMBEIRO,BA,0.564,0.538,0.768,0.435
4965 º,TEOTONIO VILELA,AL,0.564,0.549,0.7,0.466
4984 º,PORTO ALEGRE DO PIAUI,PI,0.563,0.539,0.732,0.452
4984 º,SALGADINHO,PB,0.563,0.531,0.739,0.454
4984 º,ILHA GRANDE,PI,0.563,0.534,0.708,0.472
4984 º,VERTENTE DO LERIO,PE,0.563,0.532,0.726,0.461
4984 º,PRESIDENTE JUSCELINO,MA,0.563,0.452,0.743,0.532
4984 º,CODAJAS,AM,0.563,0.546,0.775,0.421
4984 º,EIRUNEPE,AM,0.563,0.548,0.756,0.431
4984 º,PATOS DO PIAUI,PI,0.563,0.529,0.755,0.448
4984 º,FARO,PA,0.563,0.501,0.756,0.47
4984 º,HELIOPOLIS,BA,0.563,0.547,0.748,0.437
4984 º,MINADOR DO NEGRAO,AL,0.563,0.541,0.767,0.43
4984 º,ALMADINA,BA,0.563,0.563,0.751,0.421
4984 º,SAO MIGUEL DA BAIXA GRANDE,PI,0.563,0.557,0.774,0.413
4984 º,PRESIDENTE JUSCELINO,RN,0.563,0.552,0.713,0.453
4984 º,PICARRA,PA,0.563,0.561,0.792,0.402
4984 º,BOM CONSELHO,PE,0.563,0.585,0.704,0.433
4984 º,MADEIRO,PI,0.563,0.472,0.772,0.489
4984 º,LAGOA,PB,0.563,0.533,0.747,0.448
5002 º,CAJAZEIRAS DO PIAUI,PI,0.562,0.525,0.752,0.449
5002 º,BREJO DA MADRE DE DEUS,PE,0.562,0.581,0.734,0.417
5002 º,MARCOLANDIA,PI,0.562,0.578,0.7,0.438
5002 º,MATIAS OLIMPIO,PI,0.562,0.521,0.779,0.438
5002 º,ORIZANIA,MG,0.562,0.551,0.778,0.414
5002 º,JUNDIA,AL,0.562,0.573,0.715,0.434
5002 º,NAZAREZINHO,PB,0.562,0.528,0.747,0.449
5002 º,ILHA DAS FLORES,SE,0.562,0.514,0.735,0.469
5002 º,PONTA DE PEDRAS,PA,0.562,0.558,0.773,0.412
5002 º,MALHADA,BA,0.562,0.532,0.734,0.454
5002 º,NOVO ORIENTE DO PIAUI,PI,0.562,0.547,0.775,0.418
5002 º,PALMEIRAIS,PI,0.562,0.515,0.776,0.443
5002 º,TRAIRAO,PA,0.562,0.594,0.763,0.392
5002 º,CAJUEIRO,AL,0.562,0.542,0.691,0.473
5002 º,CANUDOS,BA,0.562,0.554,0.707,0.453
5002 º,ITATIRA,CE,0.562,0.514,0.747,0.463
5002 º,PEDRO LAURENTINO,PI,0.562,0.479,0.746,0.496
5002 º,AREIA DE BARAUNAS,PB,0.562,0.566,0.68,0.462
5002 º,ITATUBA,PB,0.562,0.549,0.742,0.436
5002 º,BARRA DE SANTA ROSA,PB,0.562,0.542,0.753,0.434
5002 º,ITAGUACU DA BAHIA,BA,0.562,0.55,0.74,0.435
5002 º,POTENGI,CE,0.562,0.529,0.759,0.441
5002 º,SEBASTIAO LEAL,PI,0.562,0.516,0.736,0.467
5002 º,BOM LUGAR,MA,0.562,0.486,0.741,0.493
5002 º,BREJO,MA,0.562,0.517,0.758,0.454
5027 º,MARCIONILIO SOUZA,BA,0.561,0.518,0.737,0.463
5027 º,ATALAIA,AL,0.561,0.545,0.752,0.431
5027 º,BONITO,PE,0.561,0.559,0.754,0.42
5027 º,ANORI,AM,0.561,0.54,0.757,0.433
5027 º,GEMINIANO,PI,0.561,0.524,0.755,0.446
5027 º,ITAPORANGA D'AJUDA,SE,0.561,0.548,0.779,0.414
5027 º,TURIACU,MA,0.561,0.493,0.776,0.461
5027 º,POCO VERDE,SE,0.561,0.563,0.751,0.417
5027 º,TUTOIA,MA,0.561,0.543,0.722,0.451
5027 º,AMERICA DOURADA,BA,0.561,0.506,0.751,0.464
5027 º,JOAO COSTA,PI,0.561,0.51,0.752,0.46
5027 º,CANDIDO MENDES,MA,0.561,0.52,0.745,0.456
5027 º,ANTONIO CARDOSO,BA,0.561,0.544,0.768,0.422
5027 º,DIRCEU ARCOVERDE,PI,0.561,0.563,0.718,0.436
5027 º,PAULINO NEVES,MA,0.561,0.481,0.72,0.511
5027 º,PASSAGEM FRANCA DO PIAUI,PI,0.561,0.594,0.758,0.393
5027 º,SOCORRO DO PIAUI,PI,0.561,0.513,0.739,0.465
5027 º,JOSELANDIA,MA,0.561,0.533,0.743,0.445
5027 º,CAATIBA,BA,0.561,0.579,0.752,0.406
5027 º,JATOBA,MA,0.561,0.522,0.702,0.481
5027 º,BONITO,BA,0.561,0.552,0.685,0.467
5027 º,MONSENHOR HIPOLITO,PI,0.561,0.591,0.739,0.404
5049 º,CAMPO GRANDE DO PIAUI,PI,0.56,0.545,0.721,0.446
5049 º,SERICITA,MG,0.56,0.602,0.776,0.375
5049 º,ELDORADO DOS CARAJAS,PA,0.56,0.572,0.757,0.405
5049 º,ARRAIAL,PI,0.56,0.514,0.761,0.449
5049 º,BORBA,AM,0.56,0.532,0.776,0.425
5049 º,GOIANESIA DO PARA,PA,0.56,0.585,0.743,0.404
5049 º,PILOES,PB,0.56,0.559,0.767,0.409
5049 º,NORDESTINA,BA,0.56,0.507,0.743,0.467
5049 º,AMATURA,AM,0.56,0.499,0.773,0.455
5049 º,SAO GONCALO DO GURGUEIA,PI,0.56,0.572,0.701,0.438
5049 º,CONDE,BA,0.56,0.551,0.705,0.451
5049 º,FAGUNDES,PB,0.56,0.543,0.749,0.432
5049 º,OUROLANDIA,BA,0.56,0.547,0.701,0.459
5049 º,UNA,BA,0.56,0.584,0.71,0.424
5049 º,JAPOATA,SE,0.56,0.551,0.7,0.455
5049 º,PLANALTO,BA,0.56,0.557,0.738,0.428
5049 º,BOQUEIRAO DO PIAUI,PI,0.56,0.555,0.729,0.434
5066 º,PRESIDENTE TANCREDO NEVES,BA,0.559,0.566,0.727,0.424
5066 º,ARATACA,BA,0.559,0.557,0.758,0.413
5066 º,PEDRA GRANDE,RN,0.559,0.526,0.773,0.43
5066 º,OLINDINA,BA,0.559,0.534,0.81,0.403
5066 º,BETANIA,PE,0.559,0.533,0.742,0.441
5066 º,IRITUIA,PA,0.559,0.536,0.763,0.427
5066 º,FATIMA,BA,0.559,0.554,0.686,0.459
5066 º,QUEBRANGULO,AL,0.559,0.536,0.775,0.421
5066 º,PAJEU DO PIAUI,PI,0.559,0.56,0.732,0.427
5066 º,GRANJA,CE,0.559,0.495,0.778,0.453
5066 º,CAMPESTRE,AL,0.559,0.55,0.729,0.435
5066 º,SAO JOAO DA CANABRAVA,PI,0.559,0.539,0.726,0.446
5066 º,SAO JOAO DA VARJOTA,PI,0.559,0.536,0.708,0.46
5066 º,SALOA,PE,0.559,0.559,0.744,0.421
5066 º,GENTIO DO OURO,BA,0.559,0.523,0.743,0.45
5081 º,ALTO ALEGRE DO PINDARE,MA,0.558,0.465,0.774,0.483
5081 º,BOM JESUS DAS SELVAS,MA,0.558,0.537,0.751,0.431
5081 º,GUARATINGA,BA,0.558,0.559,0.766,0.406
5081 º,BORBOREMA,PB,0.558,0.544,0.75,0.426
5081 º,IBIRAPITANGA,BA,0.558,0.561,0.748,0.415
5081 º,BERNARDINO BATISTA,PB,0.558,0.526,0.716,0.462
5081 º,PEDRA PRETA,RN,0.558,0.53,0.752,0.435
5081 º,RIO VERMELHO,MG,0.558,0.566,0.787,0.389
5081 º,NOVA OLINDA DO NORTE,AM,0.558,0.541,0.78,0.412
5081 º,MORPARA,BA,0.558,0.536,0.732,0.444
5081 º,ESPIRITO SANTO,RN,0.558,0.549,0.748,0.423
5081 º,JACARAU,PB,0.558,0.554,0.72,0.435
5081 º,BARAUNA,PB,0.558,0.526,0.718,0.459
5081 º,SAO SEBASTIAO DA BOA VISTA,PA,0.558,0.52,0.76,0.439
5081 º,SANTO ANTONIO DO ITAMBE,MG,0.558,0.537,0.794,0.408
5081 º,CARAI,MG,0.558,0.549,0.781,0.405
5081 º,PALESTINA,AL,0.558,0.505,0.735,0.467
5098 º,PALMEIRA DO PIAUI,PI,0.557,0.57,0.704,0.431
5098 º,BARRA,BA,0.557,0.503,0.75,0.457
5098 º,SERRA AZUL DE MINAS,MG,0.557,0.537,0.809,0.398
5098 º,TOBIAS BARRETO,SE,0.557,0.609,0.702,0.404
5098 º,CAREIRO,AM,0.557,0.515,0.779,0.431
5098 º,CAMPO ALEGRE DE LOURDES,BA,0.557,0.516,0.778,0.43
5098 º,MONTANHAS,RN,0.557,0.553,0.7,0.447
5098 º,SANTA CRUZ DO ARARI,PA,0.557,0.483,0.775,0.461
5098 º,CANSANCAO,BA,0.557,0.53,0.745,0.438
5098 º,BARRA DE SANTO ANTONIO,AL,0.557,0.552,0.732,0.428
5098 º,BENEDITINOS,PI,0.557,0.561,0.78,0.394
5098 º,BARREIRAS DO PIAUI,PI,0.557,0.56,0.73,0.423
5098 º,SAO JOSE DOS BASILIOS,MA,0.557,0.501,0.719,0.48
5098 º,SAO FELIX DE BALSAS,MA,0.557,0.517,0.778,0.43
5098 º,IMACULADA,PB,0.557,0.524,0.715,0.461
5098 º,PRESIDENTE SARNEY,MA,0.557,0.486,0.752,0.472
5098 º,FLORESTA AZUL,BA,0.557,0.548,0.731,0.431
5098 º,LAGO VERDE,MA,0.557,0.508,0.731,0.466
5116 º,FLORES,PE,0.556,0.544,0.745,0.423
5116 º,SANTA LUZIA,BA,0.556,0.564,0.768,0.396
5116 º,BURITICUPU,MA,0.556,0.533,0.708,0.455
5116 º,SAO MIGUEL DO TAPUIO,PI,0.556,0.508,0.78,0.434
5116 º,NINHEIRA,MG,0.556,0.525,0.784,0.418
5116 º,FORMOSA DA SERRA NEGRA,MA,0.556,0.485,0.774,0.459
5116 º,ITABAIANINHA,SE,0.556,0.555,0.761,0.407
5116 º,JAGUARIPE,BA,0.556,0.552,0.763,0.407
5116 º,SAO JOSE DOS CORDEIROS,PB,0.556,0.542,0.778,0.407
5116 º,JEQUIA DA PRAIA,AL,0.556,0.517,0.772,0.43
5116 º,PALMEIRANDIA,MA,0.556,0.488,0.715,0.492
5116 º,GURINHEM,PB,0.556,0.544,0.728,0.435
5128 º,VENHA-VER,RN,0.555,0.501,0.722,0.473
5128 º,SERIDO,PB,0.555,0.528,0.714,0.453
5128 º,COCAL DE TELHA,PI,0.555,0.55,0.78,0.399
5128 º,SAO BENTO DO NORTE,RN,0.555,0.541,0.76,0.415
5128 º,CURRALINHOS,PI,0.555,0.512,0.762,0.438
5128 º,NOVA SOURE,BA,0.555,0.548,0.712,0.439
5128 º,NOVO ORIENTE DE MINAS,MG,0.555,0.568,0.754,0.4
5128 º,PACATUBA,SE,0.555,0.514,0.731,0.454
5128 º,SANTA QUITERIA DO MARANHAO,MA,0.555,0.49,0.76,0.458
5128 º,JUREMA,PI,0.555,0.511,0.767,0.435
5128 º,TANQUE D'ARCA,AL,0.555,0.531,0.748,0.43
5128 º,TUFILANDIA,MA,0.555,0.502,0.709,0.481
5128 º,RIACHAO DO POCO,PB,0.555,0.537,0.748,0.426
5128 º,VARZEA NOVA,BA,0.555,0.543,0.685,0.46
5128 º,TEOLANDIA,BA,0.555,0.541,0.756,0.418
5128 º,AMARANTE DO MARANHAO,MA,0.555,0.541,0.716,0.441
5128 º,ANDARAI,BA,0.555,0.54,0.764,0.415
5128 º,CARAIBAS,BA,0.555,0.57,0.739,0.405
5146 º,NOVA SANTA RITA,PI,0.554,0.52,0.77,0.425
5146 º,BELA VISTA DO MARANHAO,MA,0.554,0.515,0.735,0.45
5146 º,ALTO ALEGRE DO MARANHAO,MA,0.554,0.516,0.744,0.444
5146 º,JOAQUIM NABUCO,PE,0.554,0.561,0.676,0.449
5146 º,PENALVA,MA,0.554,0.519,0.693,0.472
5146 º,TACAIMBO,PE,0.554,0.536,0.748,0.423
5146 º,AVELINO LOPES,PI,0.554,0.532,0.722,0.442
5146 º,NOVO ARIPUANA,AM,0.554,0.532,0.759,0.421
5146 º,SAO LUIS DO PIAUI,PI,0.554,0.52,0.757,0.433
5146 º,NOVO TRIUNFO,BA,0.554,0.513,0.769,0.43
5146 º,OLIVEIRA DOS BREJINHOS,BA,0.554,0.533,0.747,0.427
5157 º,MONTE ALEGRE DE SERGIPE,SE,0.553,0.539,0.726,0.431
5157 º,FRANCISCO MACEDO,PI,0.553,0.567,0.701,0.425
5157 º,JIQUIRICA,BA,0.553,0.558,0.763,0.397
5157 º,IMBE DE MINAS,MG,0.553,0.572,0.744,0.397
5157 º,CAPITAO GERVASIO OLIVEIRA,PI,0.553,0.503,0.725,0.464
5157 º,CAJAPIO,MA,0.553,0.466,0.72,0.505
5157 º,ITAQUARA,BA,0.553,0.539,0.763,0.411
5157 º,AGUA PRETA,PE,0.553,0.514,0.761,0.432
5157 º,VARZEA BRANCA,PI,0.553,0.518,0.743,0.44
5157 º,CRISTINAPOLIS,SE,0.553,0.54,0.755,0.414
5157 º,RIACHAO DO BACAMARTE,PB,0.553,0.561,0.721,0.417
5157 º,LAGOA DE PEDRAS,RN,0.553,0.529,0.734,0.436
5169 º,SAO JOAO DO TIGRE,PB,0.552,0.523,0.758,0.424
5169 º,SAO JOSE DO JACUIPE,BA,0.552,0.555,0.726,0.417
5169 º,SAO JOSE DO PIAUI,PI,0.552,0.569,0.7,0.423
5169 º,CARACOL,PI,0.552,0.533,0.771,0.409
5169 º,CRUZ DO ESPIRITO SANTO,PB,0.552,0.531,0.778,0.408
5169 º,IGUAI,BA,0.552,0.559,0.786,0.382
5169 º,JUNCO DO MARANHAO,MA,0.552,0.55,0.69,0.443
5169 º,IBIMIRIM,PE,0.552,0.533,0.706,0.446
5169 º,QUIPAPA,PE,0.552,0.53,0.743,0.427
5169 º,ITAIPE,MG,0.552,0.57,0.759,0.388
5169 º,CARDEAL DA SILVA,BA,0.552,0.523,0.735,0.437
5169 º,XEXEU,PE,0.552,0.549,0.703,0.436
5169 º,PLACAS,PA,0.552,0.541,0.77,0.404
5169 º,JARAMATAIA,AL,0.552,0.532,0.701,0.451
5169 º,LAGOA DA CANOA,AL,0.552,0.541,0.703,0.443
5169 º,BUJARU,PA,0.552,0.495,0.779,0.437
5169 º,APUAREMA,BA,0.552,0.555,0.735,0.413
5186 º,TACIMA,PB,0.551,0.513,0.726,0.45
5186 º,MANOEL URBANO,AC,0.551,0.586,0.767,0.373
5186 º,LAGOA DOS GATOS,PE,0.551,0.555,0.725,0.416
5186 º,PORTO REAL DO COLEGIO,AL,0.551,0.513,0.758,0.431
5186 º,BOA VISTA DO TUPIM,BA,0.551,0.514,0.729,0.447
5186 º,BELEM DO PIAUI,PI,0.551,0.537,0.696,0.448
5186 º,BARRA DO CHOCA,BA,0.551,0.563,0.77,0.386
5186 º,TOMAR DO GERU,SE,0.551,0.52,0.746,0.432
5194 º,CAJAZEIRINHAS,PB,0.55,0.521,0.773,0.413
5194 º,AGUA FRIA,BA,0.55,0.529,0.747,0.422
5194 º,SANTA LUZIA,MA,0.55,0.525,0.7,0.452
5194 º,DOMINGOS MOURAO,PI,0.55,0.547,0.755,0.403
5194 º,IPECAETA,BA,0.55,0.506,0.776,0.424
5194 º,MATOES,MA,0.55,0.519,0.739,0.434
5194 º,CUMARU DO NORTE,PA,0.55,0.635,0.795,0.33
5194 º,MARANHAOZINHO,MA,0.55,0.497,0.719,0.465
5194 º,LAGOA ALEGRE,PI,0.55,0.538,0.728,0.425
5194 º,JANDAIRA,BA,0.55,0.511,0.749,0.435
5194 º,JUCATI,PE,0.55,0.541,0.681,0.451
5194 º,IPUBI,PE,0.55,0.541,0.712,0.433
5194 º,SAO JOAO DO ARAGUAIA,PA,0.55,0.53,0.741,0.424
5194 º,IELMO MARINHO,RN,0.55,0.521,0.766,0.418
5194 º,MORRO DO CHAPEU DO PIAUI,PI,0.55,0.536,0.742,0.418
5209 º,IPIRA,BA,0.549,0.568,0.748,0.39
5209 º,PARAZINHO,RN,0.549,0.543,0.719,0.424
5209 º,PAULO RAMOS,MA,0.549,0.546,0.677,0.447
5209 º,DOM INOCENCIO,PI,0.549,0.498,0.756,0.439
5209 º,SAO SEBASTIAO,AL,0.549,0.537,0.714,0.432
5209 º,SAUDE,BA,0.549,0.546,0.685,0.442
5209 º,ALTAMIRA DO MARANHAO,MA,0.549,0.486,0.719,0.473
5209 º,AGUA BRANCA,AL,0.549,0.527,0.728,0.432
5209 º,CAPOEIRAS,PE,0.549,0.529,0.746,0.419
5209 º,SAO VICENTE FERRER,PE,0.549,0.558,0.715,0.414
5209 º,PORTO,PI,0.549,0.537,0.758,0.406
5209 º,SANTA CRUZ,PE,0.549,0.522,0.722,0.438
5209 º,MUQUEM DE SAO FRANCISCO,BA,0.549,0.488,0.761,0.445
5209 º,ARACAGI,PB,0.549,0.54,0.745,0.412
5209 º,PALMEIRINA,PE,0.549,0.554,0.681,0.438
5209 º,CARAUARI,AM,0.549,0.534,0.745,0.416
5225 º,TONANTINS,AM,0.548,0.508,0.779,0.416
5225 º,RUROPOLIS,PA,0.548,0.548,0.764,0.392
5225 º,JACUIPE,AL,0.548,0.532,0.755,0.41
5225 º,SAO DOMINGOS,PB,0.548,0.555,0.754,0.394
5225 º,SAO MIGUEL DE TAIPU,PB,0.548,0.516,0.721,0.443
5225 º,MORROS,MA,0.548,0.485,0.706,0.48
5225 º,MARI,PB,0.548,0.553,0.692,0.429
5225 º,BURITI,MA,0.548,0.479,0.714,0.48
5225 º,JURIPIRANGA,PB,0.548,0.544,0.677,0.448
5225 º,APORA,BA,0.548,0.516,0.751,0.425
5225 º,ANAPU,PA,0.548,0.563,0.788,0.371
5225 º,SANTA MARIA DO CAMBUCA,PE,0.548,0.571,0.735,0.393
5225 º,CAPITAO POCO,PA,0.548,0.573,0.747,0.385
5225 º,AROEIRAS,PB,0.548,0.537,0.745,0.411
5225 º,PARICONHA,AL,0.548,0.526,0.754,0.416
5225 º,ARARA,PB,0.548,0.569,0.712,0.407
5225 º,ALGODAO DE JANDAIRA,PB,0.548,0.532,0.749,0.413
5225 º,GILBUES,PI,0.548,0.574,0.753,0.38
5225 º,FARTURA DO PIAUI,PI,0.548,0.506,0.738,0.441
5244 º,JEREMOABO,BA,0.547,0.561,0.689,0.424
